Community,Num,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,EN25,EN26,EN27,EN28,EN29,EN30,EN31,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21
Wikipedia,1244,609847,Can you look at this page 'url' and tell me what you think. It has the vandal picture but wasn't edited today?,5,4,-2,0,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,,,11,,,4,-7,,,,,,,,,,
Wikipedia,1245,611731,"Can I use a manga image colored by myself? There won't be any problems with the lisense, right?",7,0,1,0,0,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,,,3,,,8,7,,,,,,,,,,
Wikipedia,1246,615525,"I'm sorry, but I don't see how my edit makes it harder to find the book. Could you please explain?",-1,-2,1,2,4,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,9,13,,,5,,,-2,7,,,,,,,,,,
Wikipedia,1247,618622,"Okay - later tonight (I'm a bit busy right now), I'll restore them for... hm. Will three days be long enough for you to copy the information?",6,0,1,0,6,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,-4,,,4,,,-7,7,,,,,,,,,,
Wikipedia,1248,618681,"Also, how does the ""revert all edits"" function work?  Mainly, what do I put in the box for the secondary confirmation?",5,5,2,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,-5,,,4,,,2,-4,,,,,,,,,,
Wikipedia,1249,618793,"I am an administrator on this project and my task is to enforce these rules. Now, will you cooperate or will I have to block you?",-9,-9,-4,-8,-11,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,-8,-11,-2,0,,,1,,,-11,-10,,,,,,,,,,
Wikipedia,1250,618911,"Thanks.  Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?",11,8,2,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,8,,,4,,,0,5,,,,,,,,,,
Wikipedia,1251,618990,Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?,3,-4,1,-4,,4,-1,,,,,,,,,,,,,,,,,,,,,,,,,0,-8,-4,-1,,,0,,,1,-9,,,,,,,,,,
Wikipedia,1252,619200,I would specifically appreciate an outside view at the thread 'url'.  What do you feel is the appropriate action?,7,-2,0,0,2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,11,8,1,12,,,3,,,13,7,,,,,,,,,,
Wikipedia,1253,619638,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using.  What is the next step - doing an official call for opinions?",11,-8,1,1,7,-3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,-10,1,13,,,9,,,9,7,,,,,,,,,,
Wikipedia,1254,619890,I don't see the vandalism. Could you show me where it is?,8,0,0,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,,,1,,,3,6,,,,,,,,,,
Wikipedia,1255,619977,"Yeah, and it will still have been the third to pass the full bit string tests, instead of just the byte tests. :)   What's the significance of 2042?",8,,2,1,10,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,-1,10,,,-4,,,,4,,,,,,,,,,
Wikipedia,1256,620208,I thought I'd asked you nicely on 'url' not to make further attempts at getting your point into the article without trying to find consensus. Could you please address my points on the talkpage before having further tries in the article itself?,-8,-9,0,-1,-4,-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,2,-7,6,8,-2,6,,11,,,7,,,,,,,,,,
Wikipedia,1257,620410,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",9,0,1,1,2,-4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,9,1,7,10,2,,-2,,,1,,,,,,,,,,
Wikipedia,1258,620909,"Great Article RaveenS, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",2,5,1,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,3,10,2,10,10,2,,-1,,,6,,,,,,,,,,
Wikipedia,1259,620951,I don't see any of that in his deletion log.  Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,-7,-10,2,-5,-7,-4,-1,,,,,,,,,,,,,,,,,,,,,,,,,-8,12,7,9,-3,8,,-8,,,3,,,,,,,,,,
Wikipedia,1260,621082,Why would you doubt that. And for that matter why wouldn't you rewrite it yourself?,-8,-10,0,-5,-10,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,-8,-11,-7,8,-7,8,,-6,,,-9,,,,,,,,,,
Wikipedia,1261,621091,I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,6,3,2,0,4,-4,2,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,7,-7,11,,-3,,,-6,,,,,,,,,,
Wikipedia,1262,621527,I will endeavour to be (cant think of antonyms) non-combative and kind. Will you give me a particular example of what I wrote and what I should have written?,7,3,0,-1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,8,8,6,,-5,,,3,,,,,,,,,,
Wikipedia,1263,621579,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,-8,-5,1,-1,-4,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,0,-6,-1,5,-3,3,,4,,,13,,,,,,,,,,
Wikipedia,1264,621603,"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",8,5,0,3,5,-4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,9,0,6,,-9,,,8,,,,,,,,,,
Wikipedia,1265,621823,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,6,0,0,0,-3,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,6,9,4,7,4,6,,-6,,,0,,,,,,,,,,
Wikipedia,1266,621898,You made three other edits to the 'url' article on 25 November 2007. Can you explain why?,-1,0,0,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,7,2,2,,-4,,,1,,,,,,,,,,
Wikipedia,1267,622010,"You are correct that the science is not copyright, but the purpose of the cite is 'url'. If I want to check your equation, where should I look?",6,1,1,1,5,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,10,-1,7,,-3,,,7,,,,,,,,,,
Wikipedia,1268,623240,"I'm going to have to say that a ""Socionics Institute"" is not going to cut it as a reliable source for notability. Can you come up with a third party?",-1,-2,0,0,3,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,4,-1,9,,-3,,,2,,,,,,,,,,
Wikipedia,1269,623354,The deletion review page linked above contains all the instructions for requesting a review. Why did you not read these instructions?,-3,-5,1,-2,-8,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,-3,9,-3,9,,-10,,,-8,,,,,,,,,,
Wikipedia,1270,624529,"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",-9,,-6,-4,-10,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-5,2,-11,6,,-8,,,-7,,,,,,,,,,
Wikipedia,1271,624965,Do you feel that you've had success in forming consensus here within your knowledgebase?  What do you feel are the underlying reasons behind your current ban from Wikipedia?,1,-9,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,-10,-2,,0,8,4,-2,1,,0,,,,,,,,,,
Wikipedia,1272,625066,Oosterman is hardly the world's foremost expert on Hyper-Calvinism.  Can you cite any scholars or experts who support your thesis?,-10,-6,2,0,2,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-3,,0,11,4,0,8,,2,,,,,,,,,,
Wikipedia,1273,625077,I tried to create a similar map for Canada but couldn't get a usable output from the site you used for the Australia map. Could you create a Canadian one?,11,-2,1,1,-2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,,4,10,3,7,8,,4,,,,,,,,,,
Wikipedia,1274,625120,"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",4,3,2,0,-1,-5,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,2,1,,3,4,3,1,5,,1,,,,,,,,,,
Wikipedia,1275,625156,"Evidently, I don't have enough consciousness, because I haven't the foggiest idea of what you're talking about. Could you tell me?",-2,-10,-7,-1,-8,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,-4,1,5,,-2,7,2,-9,10,,2,,,,,,,,,,
Wikipedia,1276,625706,"Hi, I made on comment on the image page about this being different than Sbarro3 image.  Please... comment?",4,-1,-2,,-2,-4,-2,,,,,,,,,,,,,,,,,,,,,,,,,7,4,3,,0,7,3,4,3,,4,,,,,,,,,,
Wikipedia,1277,625793,"There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?",-1,-4,-1,0,-2,-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,0,5,-1,,0,7,0,-10,-4,,2,,,,,,,,,,
Wikipedia,1278,625993,"Bingo!  Since you've seen the light, now will you stop trying to craft PR statements?",-11,-9,-1,-2,-9,-7,-5,,,,,,,,,,,,,,,,,,,,,,,,,1,-9,1,,2,8,6,-10,,,3,,,,,,,,,,
Wikipedia,1279,626078,"Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",-3,-4,0,0,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,,-2,10,7,-9,-2,,2,,,,,,,,,,
Wikipedia,1280,626199,Just curious... Where did it come from?  Where did you cut and paste it from?,4,-9,-3,0,-2,-5,-2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,,-8,9,6,-3,-5,,2,,,,,,,,,,
Wikipedia,1281,626505,"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",8,4,1,2,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,,-2,10,8,10,7,,4,,,,,,,,,,
Wikipedia,1282,626949,So far there are four editors on 'url' who have called you on your edit-warring. Would you please stop?,-5,-8,-3,-6,-8,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,-9,-5,-1,,-7,8,4,-3,-3,,-8,,,,,,,,,,
Wikipedia,1283,626970,"If it's not clear, I am asking for a '''quote from your source''' which supports the statement which you inserted into the article with your reference. Can you please supply a quote?",-11,-4,1,0,-4,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,9,3,,1,7,2,8,9,,5,,,,,,,,,,
Wikipedia,1284,627166,"That sounds fine, but why would you want somebody who knows nothing about the show to write them? If you are informed about it, wouldn't you be a good person to do it?",-8,-6,0,0,-6,7,-1,,,,,,,,,,,,,,,,,,,,,,,,,0,4,-2,,3,5,6,-3,3,,5,,,,,,,,,,
Wikipedia,1285,627410,So the nomination was made by your sock. Could you explain why you choose to use a sock?,3,-10,2,0,-8,-8,0,,,,,,,,,,,,,,,,,,,,,,,,,4,-1,1,,-3,7,9,1,5,,1,,,,,,,,,,
Wikipedia,1286,627434,I see that you have made an edit to another page since posting the request for IP block exemption. Does that mean the block is  no longer in force?,5,-1,0,1,1,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,,0,6,,6,0,,,,,,,,,,,,
Wikipedia,1287,627441,And wasting our time as well. I can only repeat: why don't you do constructive work by adding contents about your beloved Makedonia?,-11,-10,-5,-7,-11,-8,-4,,,,,,,,,,,,,,,,,,,,,,,,,-5,-10,-8,,-9,5,,4,-8,,,,,,,,,,,,
Wikipedia,1288,627547,"Your first attempt at doing this also added a <nowiki>""'url'""</nowiki> line to the article, and that's what triggered the bot.  Perhaps you should get into the habit of using the 'Show changes button?",-3,-5,1,1,4,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,2,-7,-1,,-2,10,,0,-2,,,,,,,,,,,,
Wikipedia,1289,627968,"Hi Steph - this would be a fine article, but its already pretty fleshed out - do you have a specific sub-topic regarding propaganda films that you'd like to write about? Have you found some research about propaganda films that you'd like to synthesize?",12,1,0,1,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,3,7,1,,6,9,,0,6,,,,,,,,,,,,
Wikipedia,1290,628136,"Okay, how about this... Give me five minutes. I'll list all the images you have uploaded, you tell me where they came from, okay?",-1,-6,1,-2,-8,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,-6,,-5,3,,3,1,,,,,,,,,,,,
Wikipedia,1291,628362,Do you really think it is necessary to do that? Could you not simply take my advice on board?,-7,-6,-3,-3,-8,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,-8,-1,6,,-3,9,,-1,-9,,,,,,,,,,,,
Wikipedia,1292,628398,Have you as yet cast your own vote for 'url'? Is there anything you can do to address some of the questions?,10,-4,2,0,1,-4,-1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,-5,,4,3,,-4,3,,,,,,,,,,,,
Wikipedia,1293,628721,"Sorry for the slow reply, something I needed to take care of. 'url' is restored- if it is mentioned in such 'url', could you please 'url' them in the article?",11,2,-1,0,-1,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,7,5,7,,6,13,,-11,12,,,,,,,,,,,,
Wikipedia,1294,628742,"Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?",13,-1,-1,8,11,4,0,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,,-3,7,,3,12,,,,,,,,,,,,
Wikipedia,1295,629553,"No, I said that targetting images merely because of their uploader would be considered wikistalking- I explicitly said I did not want to accuse anyone of anything. Which images do you feel have been tagged incorrectly?",-9,-5,-3,-1,2,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,-8,3,0,,-4,8,,1,-7,,,,,,,,,,,,
Wikipedia,1296,629728,"I create 'url', and then I would click ""Move"" on the top of the page I want to merge (for example 'url'? Is that how you do it?",9,3,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,-3,6,,4,1,,,,,,,,,,,,
Wikipedia,1297,629786,"And NO Igor, discuss edits with ME please. Are you proposing to discard the mentorship agreement?",-11,-7,-4,-5,-11,-9,-6,,,,,,,,,,,,,,,,,,,,,,,,,-6,-6,1,,-8,4,,-2,-8,,,,,,,,,,,,
Wikipedia,1298,630132,All allegations currently in the article should have sources. Can you indicate which ones do not?,1,2,1,1,4,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-1,,-5,0,,1,4,,,,,,,,,,,,
Wikipedia,1299,630525,"Just noticed that the ""time"" field is eliminated from the collapsable boxes. Could you make this something that is displayed when the box is expanded?",4,-1,0,1,6,-6,3,,,,,,,,,,,,,,,,,,,,,,,,,3,4,6,,4,6,,-1,1,,,,,,,,,,,,
Wikipedia,1300,630746,"Sorry, I did not know there has been a category before. Can you delete it?",9,2,1,-1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,3,6,-1,,6,4,,-2,6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
