Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_10,EN_20,EN_30,EN_40,EN_50,EN_60,EN_70,EN_80,EN_90,EN_100,EN_110,EN_120,EN_130,EN_140,EN_150,EN_160,EN_170,EN_180,EN_190,EN_200,EN_210,EN_220,EN_230,EN_240,EN_250,EN_260,EN_270,EN_280,EN_290,EN_300,EN_310,EN_320,EN_330,EN_340,EN_350,CH_10,CH_20,CH_30,CH_40,CH_50,CH_60,CH_70,CH_80,CH_90,CH_100,CH_110,CH_120,CH_130,CH_140,CH_150,CH_160,CH_170,CH_180,CH_190,CH_200,CH_210,CH_220,CH_230,CH_240,CH_250,CH_260,CH_270,CH_280,CH_290,CH_300,CH_310,CH_320,CH_330,EN100,EN200,EN300,EN400,EN500,EN600,EN700,EN800,EN900,EN1000,EN1100,EN1200,EN1300,EN1400,EN1500,EN1600,EN1700,EN1800,EN1900,EN2000,EN2100,EN2200,EN2300,EN2400,CH100,CH200,CH300,CH400,CH500,CH600,CH700,CH800,CH900,CH1000,CH1100,CH1200,CH1300,CH1400,CH1500,CH1600,CH1700,CH1800,CH1900,CH2000,CH2100,CH2200,CH2300,CH2400,CH2500,CH2600,CH2700
192,231174,Don't you think it's taken too far back to be of any use? Do we have any alternatives?#,-1,2,,,,,-3,3,,,,0,,,-9,,,,,,,,,,0,,,-3,,-2,,,,,-2,,,,-1,,,,,5,,,2,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,619548,How do you save it??#,0,0,,,,,0,5,,,,0,,,-2,,,,,-1,,,,,-3,,,0,,-2,,,,,0,,,,0,,,,,0,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,342335,"<url> <url> version, but mighty all the same. Am I wrong?#",-4,2,,,,,-1,2,,,,0,,,-4,,,,,-3,,,,,4,,,-2,,-2,,,,,1,,,,-1,,,,,0,,,3,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,290134,Hi <name>- I'm a touch concerned about the entry on Ian Levine's bio about his comparison to the Abzorbaloff thing. Even if critics have speculated about it- is this really needed on a biographical page?#,8,2,,,,,-3,4,,,,0,,,-3,,,,,-9,,,,,6,,,-2,,0,,,,,3,,,,0,,,,,3,,,0,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,257087,I get the regular edit page with the instructions and everything when I click on it. Did you replace SOCKMASTER with the actual name of the sockmaster (the account controlling all the sock puppets) in the box?#,-3,0,,,,,-4,1,,,,0,,,0,,,,,0,,,,,-1,,,-2,,0,,,,,0,,,,0,,,,,1,,,-2,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,385104,"The <url> states that ''Endymion'' was an <person>, and the only one of five actually built. Does Conway mention this?#",6,0,,,,,3,0,,,,1,,,0,,,,,0,,,,,0,,,4,,0,,,,,0,,,,0,,,,,2,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,529029,last msg ???#,,-11,-3,,,,,-9,0,,,,-4,,,-3,,,,,-11,,,,,-7,,,-8,,-2,,,,,-3,,,,-1,,,,,0,,,3,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,24580,"Okay. But in that case, shouldn't the meanings ""of"" and ""from"" from some languages be removed from the article as well?#",-3,2,,,,,-2,-3,,,,-1,,,-2,,,,,-2,,,,,6,,,-3,,-1,,,,,-1,,,,0,,,,,2,,,2,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,466860,Thanks for the info but the page is still giving the same warnings. Any ideas why this might be happening?#,4,8,,,,,-1,8,,,,7,,,2,,,,,-1,,,,,8,,,5,,10,,,,,1,,,,1,,,,,2,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,226534,"It's cool (<url>), but the high resolution vs. seems to be different, see <url>. Hmm why?#",5,,,,,,,12,-1,,,,,,3,,,,,,,,8,,,-3,,,,,,,,,2,,,,,-2,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,529244,"Hi <name> I can't seem to find a hook I entered in DYK Feb 24, it's about the novel <url>, along with suggestions from other eds. Can you find what happened to it, please?#",12,,,,,,,11,6,,,,,,11,,5,,,,,,12,,,6,,,,,,,,,4,,,,,0,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,281450,(undent) Your Chinese is much better than mine. Is it possible in Chinese to omit a conjunction such as u548c or u8ddf and let a string of two successive nouns refer to a set of two objects?#,12,,,,,,,12,8,,,,,,5,,3,,,,,,5,,,8,,,,,,,,,8,,,,,4,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,377336,"BTW, small step, huh, from Berkely to Soman's talk page. What's next--Cambridge?#",-6,,,,,,,1,-1,,,,,,3,,-4,,,,,,-5,,,-4,,,,,,,,,0,,,,,0,-2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,559786,"OK, same situation here :-) Marskell and I agreed on a proposal that would initially just give us some backup on the day-to-day stuff, not necessarily closes, but to work in to people who could help when we needed time off. Is it OK with you if I go ahead and propose that to Raul?#",12,,,,,,,12,4,,,,,,12,,3,,,,,,12,,,0,,,,,,,,,4,,,,,7,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,475950,"That line in <url>: ''<url>, the slashed zero character'', shouldn't it be ''<url> or slashed zero, the slashed zero character''? How's <url> doing?#",9,,,,,,,2,0,,,,,,2,,6,,,,,,0,,,-3,,,,,,,,,-1,,,,,1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,528867,"Hey,saw you had a page in the works in your sandbox. Are you planning to move it to mainspace soon?#",7,,,,,,,9,6,,,,,,6,,-3,,,,,,0,,,-3,,,,,,,,,1,,,,,-3,-3,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,68487,"Thanks. As for the previous edits, should I make a note on the User Page that it's my account?#",12,,,,,,,12,1,,,,,,7,,2,,,,,,2,,,3,,,,,,,,,3,,,,,-5,-2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,545586,"Uh, okay, the tabs for the pull-down menues, which were visible to me before, are no longer visible. Is this because i screwed up a setting with Twinkle, or because my thinkpad is not displaying the entire page (preliminary fiddling around seems to eliminate this possibility)?#",0,,,,,,,5,-1,,,,,,1,,-2,,,,,,0,,,-7,,,,,,,,,3,,,,,-4,-3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,238914,"Hi Editorofthewiki, both images are just fine. I don't see an open review for the article; is there somewhere in particular you'd like me to make this comment, if not just here?#",7,,,,,,,12,7,,,,,,11,,4,,,,,,2,,,3,,,,,,,,,3,,,,,0,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,366668,"<url>'''Please also answer the questions at paragraph '''<url>''' above, as you are looking like a classic bully admin who abuses his powers and should be stripped of that role. Is there any review process in wikipedia, for proposing that you be stripped of your admin powers for bullyism?#",-12,,,-12,,,-5,,,,6,,0,,,,-6,,,,,-12,,,,6,,,,-2,,,,,,,,0,,,,0,,,-2,,-11,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,148625,Great job. Will it be done by next week?#,5,,,12,,,5,,,,12,,8,,,,5,,,,,7,,,,12,,,,1,,,,,,,,4,,,,3,,,3,,9,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,164285,"I aggree... river name then ""River"". Do you think that since it's a list of rivers in China we should use the Chinese name and the international norm name too?#",4,,,12,,,6,,,,12,,0,,,,0,,,,,10,,,,9,,,,1,,,,,,,,3,,,,0,,,3,,9,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,204025,I believe that an opinion about AS belongs only to article about AS (and you are welcome to cite the MS opinion ''in proper context''). However an opinion about MS belongs only to article about MS. Is not this fair and logical?#,-3,,,3,,,0,,,,7,,0,,,,-1,,,,,-6,,,,3,,,,-1,,,,,,,,,,,,-3,,,3,,-2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,111006,"Another thing, I been working on trying to improve the SVG graphics at the Commons. Except for the white color background, does everything else at <url> look decent?#",0,,,7,,,0,,,,11,,-1,,,,2,,,,,3,,,,3,,,,0,,,,,,,,3,,,,0,,,3,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,470366,"<name>, since you're the uninvolved admin here, can you just block this <url>? Or do I have to report him to Adimistrator noticeboard?#",-6,,,-7,,,-4,,,,5,,2,,,,0,,,,,-4,,,,-2,,,,3,,,,,,,,2,,,,-6,,,0,,-1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,388738,"Were you the person who originally put FoxTrot up for peer review? If you are, can you help me find the original request for peer review, so someone can resubmit a request and have the article reviewed again?#",2,,,4,,,3,,,,9,,1,,,,0,,,,,5,,,,4,,,,1,,,,,,,,4,,,,-9,,,1,,0,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,620867,Wonderful! :) Do you particularly like to work on comics creators' articles?#,9,,,12,,,12,,,,12,,6,,,,5,,,,,12,,,,4,,,,2,,,,,,,,3,,,,3,,,4,,12,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,40506,"Well, if Mattisse has caused me to CU innocent editors, then it's time for her to be blocked from editing her own talk page. MC, do you think I should withdraw the CU or let it ride?#",-8,,,-12,,,-3,,,,5,,2,,,,-1,,,,,-8,,,,0,,,,-2,,,,,,,,2,,,,0,,,2,,-6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,477919,Still wondering and hoping. Rather not?#,0,,,-2,,,1,,,,,,2,,,,0,,,,,-5,,,,-4,,,,-3,,,,,,,,2,,,,0,,,,,-3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,147986,I will have to hunt out my albums and take a look. Do you mean something like a photographer's credit?#,4,,,3,,6,,,12,,,,-1,,2,,,,0,,,,0,,,,,3,,,-1,,,,,1,,,,,2,,0,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,51868,"Hi, I have cleaned up this page and, in the , identified many other sources and additional content. I wonder if you would reconsider your delete !vote please (I will do the necessary expansion as and when there is a reasonable expectation of it being kept)?#",5,,,5,,0,,,12,,,,1,,8,,,,3,,,,2,,,,,7,,,12,,,,,12,,,,,6,,4,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,441207,I tend not to be an Request for Comment closer -- apologies. Hopefully someone else will?#,8,,,6,,5,,,-3,,,,3,,-6,,,,7,,,,2,,,,,6,,,-3,,,,,6,,,,,7,,3,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,435881,"Why, precisely? And what separates the etiquette of your area of society from our ""conventional etiquette"" speed-developed on the Internet?#",-11,,,-6,,1,,,0,,,,-5,,-10,,,,-1,,,,0,,,,,4,,,-3,,,,,-6,,,,,-2,,-4,,,,,0,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,147298,"<name>, I'm very sorry about confusing the rabbit character in <url> with the official Bugs in <url>. He may not be the gray rabbit that we recognize, but he is supposed to be Bugs in prototype form, right?#",10,,,9,,10,,,12,,,,1,,7,,,,3,,,,12,,,,,3,,,10,,,,,12,,,,,3,,9,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,477236,"Hi <name>. I'm thinking it might be a bad idea to start linking all unnamed EP recordings to the EP dab page. Could turn into a very massive list, and maybe not the right use for a dab page?#",4,,,6,,8,,,6,,,,3,,-3,,,,-1,,,,0,,,,,0,,,12,,,,,9,,,,,4,,7,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,67318,"Thanks for the various corrections you have made to this article. Do you have a source for the Anglo-Saxon Chronicle date of 921, please?#",7,,,8,,6,,,12,,,,6,,10,,,,4,,,,12,,,,,6,,,7,,,,,10,,,,,7,,5,,,,,2,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,131724,Thanks for adding that ref to <url>. I don't suppose your copy of Conway's says anything about the roles and fates of ''Schleswig-Holstein'' or ''Schleisen''?#,4,,,6,,9,,,10,,,,0,,6,,,,4,,,,9,,,,,2,,,0,,,,,4,,,,,0,,-1,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,426845,I am out of YUBC (I wonder myself how can I even post here). Could you do it?#,-4,,,-3,,1,,,0,,,,-1,,2,,,,-1,,,,7,,,,,-3,,,-3,,,,,4,,,,,1,,3,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,387713,Are you saying that you have a close or imtimate relationship with N.I.?#,-4,,,-3,,2,,,0,,,,-2,,0,,,,0,,,,0,,,,,-3,,,0,,,,,-6,,,,,-3,,0,,,,,-1,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,328921,<url> did the copyedit for the Japanese flag article and it was completed today. Is there anything else other than a copyedit that you need for this article?#,1,,,,,,,,,10,,,,,,,7,,3,,6,,0,,,,,,,1,,,2,,,,6,,,,,0,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,324753,"Huaiwei, there is this guy HkCaGu who insist that we shouldnt put Tianjin as one of Xiamen Airline's destination from Singapore just because it passes by Xiamen(MF's HUB) however, this is a direct flight from singapore to tianjin via xiamen. what are your views?#",-5,,,,,,,,,10,,,,,,,2,,4,,3,,1,,,,,,,7,,,1,,,,6,,,,,-1,-3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,326720,"I was just about to create an article on the 2009 Malawian election; the purpose of adding it to the template was to give me a convenient link when I decided to do it. If red linked elections can't go in the template, why don't you delete all the red linked past elections?#",-1,,,,,,,,,-2,,,,,,,-1,,0,,5,,-2,,,,,,,-1,,,-2,,,,-2,,,,,-1,-6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,621053,"I've now blocked them as the account appears to be used only for vandalism. Since your username is prone to being mis-spelled can I suggest you set up some ""dead"" <url> accounts to pre-empt further impersonations?#",3,,,,,,,,,4,,,,,,,-2,,3,,3,,4,,,,,,,8,,,-2,,,,2,,,,,0,9,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,243655,"Yes, I appreciate that my edits were not the best, but they are currently the best available in Wikipedia for guiding readers in understanding there the emergence of the legal systems of the United Kingdom. Do You have a better suggestion?#",-3,,,,,,,,,-3,,,,,,,-5,,3,,3,,-7,,,,,,,7,,,2,,,,-4,,,,,2,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,568195,Hi. Just wondering why you deleted the OneCone International article?#,3,,,,,,,,,-1,,,,,,,-2,,4,,3,,0,,,,,,,6,,,1,,,,-9,,,,,-1,-3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,625202,"<name>, I'm with you, stepping back and looking at it. Shall I merge-tag them or should we just merge them in-house?#",5,,,,,,,,,4,,,,,,,0,,5,,2,,8,,,,,,,9,,,3,,,,-3,,,,,0,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,397055,I noticed your edits and the Vote for Deletion discussion on the topic. Are you on facebook?#,0,,,,,,,,,0,,,,,,,0,,2,,3,,-1,,,,,,,4,,,0,,,,-3,,,,,0,0,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,627565,Let's pretend that we have reached an impasse and then we can stop talking to each other. Deal?#,-9,,,,,,,,,-9,,,,,,,-12,,-2,,3,,-10,,,,,,,3,,,0,,,,-12,,,,,-1,-11,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,549635,Why are you putting <nowiki><person></nowiki> on several pages related with Yu-musicians? IMO this is a pretty <strike>stup</strike> meaningless stub to have; why not <nowiki><person></nowiki> instead?#,-8,,,,,,,,,-8,,,,,,,-3,,-1,,4,,-6,,,,,,,5,,,-4,,,,-10,,,,,-2,-6,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,397901,"Yeah, I agree. What's up with that?#",-2,,,6,,,,,0,,,3,,0,,,2,,,-1,,0,,,,,3,,,,,,,5,,,,,0,,,,8,,,-1,-3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,188918,How do you fix all those edits at once? Do you have to be an admin to do so?#,1,,,0,,,,,0,,,0,,-1,,,0,,,0,,0,,,,,0,,,,,,,2,,,,,0,,,,7,,,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,17000,"Sorry if it seems like I'm bugging you about the above image - I'm trying to determine the copyright holder, which needs to be specified on the image page per <url>a. When I click on the source link, I get an ""access forbidden"" message. Can you please specify the copyright holder on the page?#",10,,,10,,,,,11,,,6,,7,,,3,,,2,,10,,,,,4,,,,,,,5,,,,,10,,,,1,,,8,12,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,209367,What State are you from? New Jersey?#,-5,,,0,,,,,-2,,,-7,,0,,,-1,,,0,,0,,,,,-5,,,,,,,4,,,,,-3,,,,9,,,-1,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
