Community,Num,Num,Id,Request,Type,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27
Wikipedia,138,738,243621,"Hi, I found two sources which state that <url> was still married and when she moved to Harlem with her Husband. Do you have any sources to the contrary?",Highlight,,,"22: Do,23: you,24: have,25: any,26: sources,27: to,28: the,29: contrary?",,"1: Hi,,22: Do,23: you,24: have,25: any",,,,"22: Do,23: you,24: have,25: any",,,,,,,,"1: Hi,,2: I,3: found,22: Do,23: you,24: have,25: any","1: Hi,,5: sources",,,"22: Do,23: you,24: have",,,,,,,,,,"22: Do,23: you",,,,,"1: Hi,,22: Do,23: you",,,"1: Hi,,22: Do",,,,,"22: Do,23: you,29: contrary?",,"1: Hi,",,,,,"1: Hi,,22: Do,23: you,24: have"
Wikipedia,139,739,104082,Hello-I think you know more about <url> than I do. Want to check it?,Rating,,,0,,2,,,,5,,,,,,,,2,0,,,-1,,,,,,,,,,0,,,,,12,,,-2,,,,,1,,6,,,,,-3
Wikipedia,139,739,104082,Hello-I think you know more about <url> than I do. Want to check it?,Highlight,,,"11: Want,12: to,13: check,14: it?",,"1: Hello-I,3: you,4: know,5: more",,,,"1: Hello-I,2: think",,,,,,,,"1: Hello-I,2: think,3: you,4: know,5: more,11: Want,12: to",1: Hello-I,,,"8: than,9: I,10: do.",,,,,,,,,,"11: Want,12: to,13: check,14: it?",,,,,1: Hello-I,,,"1: Hello-I,2: think,11: Want",,,,,"1: Hello-I,11: Want",,"2: think,3: you,4: know,5: more,6: about",,,,,"1: Hello-I,2: think,11: Want,12: to,13: check,14: it?"
Wikipedia,140,740,619750,Merci. Now do you have any idea to solve discrepancy in <url> ?,Rating,,,0,,-1,,,,4,,,,,,,,3,5,,,-1,,,,,,,,,,0,,,,,12,,,-2,,,,,2,,2,,,,,0
Wikipedia,140,740,619750,Merci. Now do you have any idea to solve discrepancy in <url> ?,Highlight,,,1: Merci.,,1: Merci.,,,,1: Merci.,,,,,,,,"1: Merci.,2: Now",1: Merci.,,,"3: do,4: you,5: have,6: any,7: idea",,,,,,,,,,"1: Merci.,2: Now,3: do,4: you,5: have,6: any,7: idea",,,,,1: Merci.,,,1: Merci.,,,,,2: Now,,1: Merci.,,,,,"1: Merci.,3: do,4: you,5: have"
Wikipedia,141,741,314969,"I see <url> some <person> tags to the <url> page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?",Rating,5,,,,,0,,1,,,,0,,5,,,,,,,,,7,,,,,,0,,,,,8,,,,,3,,,,,8,3,,,,,,6
Wikipedia,141,741,314969,"I see <url> some <person> tags to the <url> page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?",Highlight,"1: I,2: see,16: you,17: feel",,,,,"16: you,17: feel,18: needs,19: citation,",,"15: particular,20: or,21: did,22: the,23: article,24: just,25: look,26: generally,27: reference-sparse?",,,,27: reference-sparse?,,"11: Is,12: there,13: something,14: in,15: particular,16: you,17: feel,18: needs,19: citation,",,,,,,,,,"11: Is,12: there,16: you,17: feel",,,,,,"11: Is,12: there",,,,,"11: Is,12: there,13: something,14: in,15: particular,16: you,17: feel,18: needs",,,,,"16: you,17: feel",,,,,"17: feel,24: just","11: Is,12: there,13: something,14: in,15: particular",,,,,,"11: Is,12: there,13: something,14: in,15: particular,16: you,17: feel,18: needs,19: citation,"
Wikipedia,142,742,73573,Sorry??? Which comment are you referring to?,Rating,-9,,,,,10,,-6,,,,0,,-6,,,,,,,,,-9,,,,,,-2,,,,,7,,,,,-5,,,,,4,-3,,,,,,-2
Wikipedia,142,742,73573,Sorry??? Which comment are you referring to?,Highlight,1: Sorry???,,,,,1: Sorry???,,1: Sorry???,,,,1: Sorry???,,1: Sorry???,,,,,,,,,1: Sorry???,,,,,,1: Sorry???,,,,,1: Sorry???,,,,,1: Sorry???,,,,,1: Sorry???,1: Sorry???,,,,,,1: Sorry???
Wikipedia,143,743,408050,Wait. I've never edited that page?,Rating,-11,,,,,0,,0,,,,0,,-6,,,,,,,,,1,,,,,,-2,,,,,-4,,,,,-4,,,,,-1,0,,,,,,-4
Wikipedia,143,743,408050,Wait. I've never edited that page?,Highlight,"1: Wait.,6: page?",,,,,1: Wait.,,"1: Wait.,6: page?",,,,"1: Wait.,3: never",,"1: Wait.,6: page?",,,,,,,,,1: Wait.,,,,,,1: Wait.,,,,,1: Wait.,,,,,1: Wait.,,,,,3: never,3: never,,,,,,1: Wait.
Wikipedia,144,744,473173,"If it can wait until tomorrow, I'll look then. Could you provide diffs to the two threads?",Rating,2,,,,,-3,,5,,,,-2,,-1,,,,,,,,,0,,,,,,0,,,,,4,,,,,-2,,,,,4,6,,,,,,-3
Wikipedia,144,744,473173,"If it can wait until tomorrow, I'll look then. Could you provide diffs to the two threads?",Highlight,"10: Could,11: you",,,,,13: diffs,,"1: If,2: it,3: can,4: wait,5: until,6: tomorrow,,10: Could,11: you",,,,"1: If,2: it,3: can,4: wait",,"1: If,2: it,3: can,4: wait,5: until,6: tomorrow,,7: I'll,8: look,9: then.",,,,,,,,,"2: it,3: can,4: wait,5: until,6: tomorrow,",,,,,,"3: can,4: wait,5: until,6: tomorrow,,7: I'll,8: look,9: then.",,,,,"1: If,2: it,3: can,4: wait,5: until,6: tomorrow,",,,,,"8: look,9: then.",,,,,1: If,"1: If,2: it,3: can,4: wait,10: Could,11: you,12: provide",,,,,,"7: I'll,8: look,9: then.,10: Could,11: you"
Wikipedia,145,745,625364,"We already list Latvia, Lithuania and Estonia separately. Along with Belarus and Ukraine, that doesn't leave much of the USSR that was occupied, does it?",Rating,-4,,,,,0,,1,,,,0,,0,,,,,,,,,0,,,,,,1,,,,,,,,,,0,,,,,5,3,,,,,,0
Wikipedia,145,745,625364,"We already list Latvia, Lithuania and Estonia separately. Along with Belarus and Ukraine, that doesn't leave much of the USSR that was occupied, does it?",Highlight,"24: does,25: it?",,,,,"13: Ukraine,,14: that,15: doesn't,16: leave,17: much,18: of,19: the,20: USSR,21: that,22: was,23: occupied,,24: does",,"14: that,15: doesn't,16: leave,17: much,18: of,19: the,20: USSR,21: that,22: was,23: occupied,,24: does,25: it?",,,,"14: that,15: doesn't,16: leave,17: much,24: does,25: it?",,"1: We,2: already,24: does",,,,,,,,,"15: doesn't,16: leave,17: much,24: does,25: it?",,,,,,"1: We,2: already",,,,,"24: does,25: it?",,,,,"24: does,25: it?",,,,,"15: doesn't,24: does,25: it?","24: does,25: it?",,,,,,"14: that,15: doesn't,24: does,25: it?"
Wikipedia,146,746,614895,Your contributions show no edits to any Request for Comment's. Could you provide a link?,Rating,-1,,,,,2,,-5,,,,1,,-5,,,,,,,,,-8,,,,,,-3,,,,,0,,,,,2,,,,,3,2,,,,,,-6
Wikipedia,146,746,614895,Your contributions show no edits to any Request for Comment's. Could you provide a link?,Highlight,"1: Your,4: no",,,,,"11: Could,12: you,13: provide,14: a,15: link?",,"1: Your,2: contributions,3: show,4: no,5: edits,11: Could,12: you,13: provide,14: a,15: link?",,,,"11: Could,12: you,13: provide,14: a,15: link?",,"1: Your,2: contributions,3: show,4: no,5: edits",,,,,,,,,"1: Your,4: no",,,,,,"4: no,5: edits",,,,,"4: no,5: edits",,,,,11: Could,,,,,"3: show,4: no,5: edits,11: Could","11: Could,12: you,13: provide,14: a,15: link?",,,,,,"4: no,5: edits,7: any,8: Request,11: Could,12: you"
Wikipedia,147,747,624693,"Ok! First things first, is there anything in particular you would like me to help you out with?",Rating,2,,,,,12,,12,,,,5,,7,,,,,,,,,-1,,,,,,6,,,,,11,,,,,0,,,,,2,3,,,,,,7
Wikipedia,147,747,624693,"Ok! First things first, is there anything in particular you would like me to help you out with?",Highlight,"10: you,11: would,12: like,13: me",,,,,"1: Ok!,2: First,3: things,4: first,,5: is,6: there,7: anything,8: in,9: particular,10: you,11: would,12: like,13: me,14: to,15: help,16: you,17: out,18: with?",,"1: Ok!,2: First,3: things,4: first,,10: you,11: would,12: like,13: me,14: to,15: help,16: you,17: out,18: with?",,,,"2: First,3: things,4: first,,15: help,16: you,17: out,18: with?",,"1: Ok!,5: is,6: there,7: anything,8: in,9: particular,10: you,11: would,12: like,13: me,14: to,15: help,16: you,17: out,18: with?",,,,,,,,,"1: Ok!,2: First,3: things,4: first,",,,,,,"1: Ok!,2: First,3: things,4: first,,11: would",,,,,"1: Ok!,14: to,15: help,16: you,17: out,18: with?",,,,,1: Ok!,,,,,1: Ok!,"5: is,6: there,7: anything,8: in,9: particular,15: help,16: you,17: out,18: with?",,,,,,"1: Ok!,5: is,6: there,7: anything,8: in,9: particular,10: you,11: would,12: like,13: me,14: to,15: help,16: you,17: out,18: with?"
Wikipedia,148,748,220676,I bow to your superior knowledge of Irish :-) One question - the Irish Wikipedia is called Vikipedia? How so - there's no 'v' in the Irish alphabet?,Rating,-6,,,,,1,,4,,,,6,,10,,,,,,,,,12,,,,,,5,,,,,,,,,,0,,,,,0,3,,,,,,-10
Wikipedia,148,748,220676,I bow to your superior knowledge of Irish :-) One question - the Irish Wikipedia is called Vikipedia? How so - there's no 'v' in the Irish alphabet?,Highlight,"9: :-),19: How,20: so",,,,,"2: bow,3: to,4: your,5: superior,6: knowledge,7: of,8: Irish",,"9: :-),19: How,20: so,21: -,22: there's,23: no,24: 'v',28: alphabet?",,,,"1: I,2: bow,3: to,4: your,5: superior,6: knowledge,7: of,8: Irish,9: :-)",,"1: I,2: bow,3: to,4: your,5: superior,6: knowledge,7: of,8: Irish,9: :-)",,,,,,,,,9: :-),,,,,,"19: How,20: so,21: -,22: there's,23: no,24: 'v',25: in",,,,,"10: One,11: question",,,,,21: -,,,,,"2: bow,5: superior,9: :-),19: How,20: so","1: I,2: bow,9: :-),10: One,11: question",,,,,,"1: I,2: bow,3: to,4: your,5: superior,6: knowledge,7: of,8: Irish,9: :-)"
Wikipedia,149,749,451388,Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?,Rating,-6,,,,,0,,-3,,,,0,,4,,,,,,,,,-8,,,,,,3,,,,,10,,,,,0,,,,,1,1,,,,,,-9
Wikipedia,149,749,451388,Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?,Highlight,"9: Aren't,10: people,11: odd?",,,,,"1: Thanks,2: for,3: clean-up,4: of,5: the,6: secret,7: talkpage",,"9: Aren't,10: people,11: odd?",,,,"1: Thanks,2: for,3: clean-up,9: Aren't,10: people,11: odd?",,"1: Thanks,2: for,3: clean-up,4: of,5: the,6: secret,7: talkpage",,,,,,,,,"6: secret,7: talkpage,9: Aren't,10: people,11: odd?",,,,,,"1: Thanks,2: for,9: Aren't,10: people,11: odd?",,,,,1: Thanks,,,,,9: Aren't,,,,,"9: Aren't,10: people,11: odd?","1: Thanks,2: for",,,,,,"1: Thanks,9: Aren't,10: people,11: odd?"
Wikipedia,150,750,622230,"Currently, <url> is a subcategory of <url>. What would you suggest doing about this?",Rating,4,,,,,0,,3,,,,3,,0,,,,,,,,,6,,,,,,4,,,,,9,,,,,3,,,,,12,3,,,,,,5
Wikipedia,150,750,622230,"Currently, <url> is a subcategory of <url>. What would you suggest doing about this?",Highlight,"8: What,9: would,10: you,11: suggest",,,,,"8: What,9: would,10: you,11: suggest,12: doing,13: about,14: this?",,"8: What,9: would,10: you,11: suggest,12: doing,13: about,14: this?",,,,"8: What,9: would,10: you,11: suggest,12: doing,13: about,14: this?",,"8: What,9: would,10: you,11: suggest,12: doing,13: about,14: this?",,,,,,,,,"8: What,9: would,10: you,11: suggest",,,,,,"8: What,9: would,10: you,11: suggest,12: doing,13: about,14: this?",,,,,"8: What,9: would,10: you,11: suggest",,,,,"9: would,11: suggest",,,,,"9: would,11: suggest","8: What,9: would,10: you,11: suggest",,,,,,"8: What,9: would,10: you,11: suggest,12: doing,13: about,14: this?"
Wikipedia,151,751,366090,"I'm getting a ""Metronome: q = 120"", but I've been in touch with them and they say they're in the process of fixing it. it IS 120, but should it be left out until there's no difference?",Rating,,0,,,,,-1,4,,,,0,,,,,2,,,7,,,,,,,,,,0,,,0,,,11,3,,,,,,2,,,,,,0,,0
Wikipedia,151,751,366090,"I'm getting a ""Metronome: q = 120"", but I've been in touch with them and they say they're in the process of fixing it. it IS 120, but should it be left out until there's no difference?",Highlight,,"25: it,26: IS,27: 120,,28: but,29: should,30: it,31: be,32: left,33: out,34: until,35: there's,36: no,37: difference?",,,,,"26: IS,28: but,29: should,30: it,31: be","29: should,30: it,31: be,32: left,33: out,34: until,35: there's,36: no,37: difference?",,,,"25: it,26: IS,27: 120,,28: but,29: should,30: it,31: be,32: left,33: out",,,,,"1: I'm,2: getting,8: but,9: I've,10: been,16: they,17: say,18: they're,25: it,26: IS,28: but,29: should,30: it,31: be",,,"13: with,14: them,15: and,16: they,17: say,18: they're",,,,,,,,,,29: should,,,"29: should,30: it,31: be",,,"28: but,29: should,30: it,31: be,32: left,33: out","29: should,30: it",,,,,,"29: should,30: it,31: be",,,,"26: IS,28: but,29: should,30: it,31: be",,"29: should,30: it,31: be",,"29: should,30: it,31: be,32: left,33: out,34: until,35: there's,36: no,37: difference?"
Wikipedia,152,752,392182,As far as I know MathSci has not edited any race related articles. If you think he is breaking his promise perhaps you should bring it up with him?,Rating,,3,,,,,-1,-3,,,,0,,,,,5,,,5,,,,,,,,,,-5,,,1,,,12,-3,,,,,,6,,,,1,,3,,6
Wikipedia,152,752,392182,As far as I know MathSci has not edited any race related articles. If you think he is breaking his promise perhaps you should bring it up with him?,Highlight,,"14: If,15: you,16: think,17: he,18: is,19: breaking,20: his,21: promise,22: perhaps,23: you,24: should,25: bring,26: it,27: up,28: with,29: him?",,,,,"1: As,2: far,3: as,4: I,5: know,15: you,16: think,22: perhaps,23: you,24: should","17: he,18: is,19: breaking,20: his,21: promise",,,,22: perhaps,,,,,"1: As,2: far,3: as,4: I,5: know,14: If,15: you,16: think,17: he,18: is,22: perhaps",,,"1: As,2: far,3: as,4: I,5: know,6: MathSci",,,,,,,,,,24: should,,,"1: As,2: far,3: as,4: I,5: know,22: perhaps,23: you,24: should",,,"1: As,2: far,3: as,4: I,5: know","14: If,15: you,16: think,24: should",,,,,,22: perhaps,,,,"1: As,2: far,3: as,14: If,22: perhaps,24: should",,"14: If,15: you,16: think,22: perhaps",,"1: As,2: far,3: as,4: I,5: know,14: If,15: you,16: think,22: perhaps,23: you,24: should"
Wikipedia,153,753,491061,"I have put another warning on <url> with full details of the vandalism. Can this be reported to London Grid, please?",Rating,,2,,,,,0,0,,,,3,,,,,9,,,8,,,,,,,,,,-3,,,1,,,12,0,,,,,,11,,,,-1,,6,,-2
Wikipedia,153,753,491061,"I have put another warning on <url> with full details of the vandalism. Can this be reported to London Grid, please?",Highlight,,"14: Can,15: this,16: be,17: reported,18: to,19: London,20: Grid,,21: please?",,,,,"14: Can,15: this,21: please?","14: Can,21: please?",,,,"14: Can,15: this,16: be,21: please?",,,,,"1: I,2: have,3: put,14: Can,15: this,16: be,21: please?",,,"14: Can,15: this,16: be,17: reported",,,,,,,,,,14: Can,,,"14: Can,21: please?",,,21: please?,"14: Can,15: this",,,,,,21: please?,,,,"1: I,2: have,14: Can,21: please?",,"14: Can,15: this,21: please?",,"14: Can,15: this,16: be,21: please?"
Wikipedia,154,754,508767,"Hi, just noticed you reverted this page back to its pre-COPYVIO state. Any reason you didn't use the content at <url>?",Rating,,1,,,,,0,-2,,,,0,,,,,5,,,4,,,,,,,,,,-4,,,2,,,11,-3,,,,,,2,,,,-4,,-6,,-3
Wikipedia,154,754,508767,"Hi, just noticed you reverted this page back to its pre-COPYVIO state. Any reason you didn't use the content at <url>?",Highlight,,"13: Any,14: reason,15: you,16: didn't,17: use,18: the,19: content",,,,,"1: Hi,,13: Any,14: reason","1: Hi,,13: Any,14: reason,15: you,16: didn't,17: use,18: the,19: content",,,,"13: Any,14: reason,15: you,16: didn't,17: use,18: the,19: content",,,,,"1: Hi,,2: just,3: noticed,13: Any,14: reason",,,"3: noticed,4: you,5: reverted",,,,,,,,,,"13: Any,14: reason,15: you,16: didn't,17: use",,,"1: Hi,,13: Any,14: reason,15: you,16: didn't,17: use,18: the,19: content",,,"1: Hi,","13: Any,14: reason,15: you",,,,,,"13: Any,14: reason",,,,"1: Hi,,13: Any,14: reason",,"15: you,16: didn't,17: use",,"1: Hi,,2: just,3: noticed,4: you,13: Any,14: reason,15: you,16: didn't"
Wikipedia,155,755,623377,"Sorry, no clue. The help desk wasn't helpful, huh?",Rating,,1,,,,,1,-6,,,,-2,,,,,1,,,6,,,,,,,,,,0,,,0,,,11,6,,,,,,-4,,,,-3,,-3,,-8
Wikipedia,155,755,623377,"Sorry, no clue. The help desk wasn't helpful, huh?",Highlight,,"4: The,5: help,6: desk,7: wasn't,8: helpful,,9: huh?",,,,,"1: Sorry,,9: huh?","2: no,3: clue.,9: huh?",,,,"1: Sorry,,2: no,3: clue.,7: wasn't,8: helpful,,9: huh?",,,,,"1: Sorry,,9: huh?",,,"4: The,5: help,6: desk,7: wasn't,8: helpful,",,,,,,,,,,"1: Sorry,,9: huh?",,,"7: wasn't,8: helpful,",,,9: huh?,"1: Sorry,",,,,,,9: huh?,,,,"2: no,3: clue.,9: huh?",,"1: Sorry,,2: no,3: clue.",,"1: Sorry,,2: no,3: clue.,9: huh?"
Wikipedia,156,756,389209,I thought I had explained it pretty clearly. What part did you disagree with?,Rating,,-1,,,,,-1,-2,,,,-4,,,,,1,,,7,,,,,,,,,,-8,,,-1,,,8,2,,,,,,-5,,,,-3,,0,,-7
Wikipedia,156,756,389209,I thought I had explained it pretty clearly. What part did you disagree with?,Highlight,,"1: I,2: thought,3: I,4: had,5: explained,6: it,9: What,10: part,11: did,12: you,13: disagree,14: with?",,,,,"1: I,2: thought,3: I,4: had,5: explained,6: it,7: pretty,8: clearly.","7: pretty,8: clearly.,13: disagree",,,,"1: I,2: thought,9: What,10: part,11: did,12: you,13: disagree,14: with?",,,,,"1: I,2: thought,9: What,10: part,11: did,12: you,13: disagree,14: with?",,,"2: thought,3: I,4: had,5: explained",,,,,,,,,,"8: clearly.,13: disagree",,,"2: thought,3: I,4: had,5: explained,6: it,7: pretty,8: clearly.",,,"1: I,2: thought,3: I,4: had,5: explained,6: it,7: pretty,8: clearly.","1: I,2: thought",,,,,,7: pretty,,,,"1: I,2: thought,4: had,5: explained",,"11: did,12: you",,"1: I,2: thought,3: I,4: had,7: pretty,8: clearly.,13: disagree"
Wikipedia,157,757,333431,"On second thought, the mix of pseudo-politeness, vulgarity and threats is...really creepy. Could ya...stop?",Rating,,1,,,,,1,-12,,,,-9,,,,,0,,,9,,,,,,,,,,-12,,,-2,,,4,4,,,,,,-6,,,,-2,,-5,,-10
Wikipedia,157,757,333431,"On second thought, the mix of pseudo-politeness, vulgarity and threats is...really creepy. Could ya...stop?",Highlight,,"13: Could,14: ya...stop?",,,,,"1: On,2: second,3: thought,,13: Could,14: ya...stop?","4: the,5: mix,6: of,7: pseudo-politeness,,8: vulgarity,9: and,10: threats,11: is...really,12: creepy.,13: Could,14: ya...stop?",,,,"1: On,2: second,3: thought,,11: is...really,12: creepy.,13: Could,14: ya...stop?",,,,,"1: On,2: second,3: thought,,13: Could,14: ya...stop?",,,"4: the,5: mix,6: of,7: pseudo-politeness,",,,,,,,,,,"12: creepy.,13: Could,14: ya...stop?",,,"11: is...really,12: creepy.,13: Could,14: ya...stop?",,,"13: Could,14: ya...stop?","13: Could,14: ya...stop?",,,,,,14: ya...stop?,,,,"11: is...really,13: Could,14: ya...stop?",,"13: Could,14: ya...stop?",,"11: is...really,12: creepy.,13: Could,14: ya...stop?"
Wikipedia,158,758,461888,"Yes, sorry I didn't see the discussion. How about moving it to a subpage of <url>, say <url>?",Rating,,2,,,,,1,12,,,,-1,,,,,1,,,5,,,,,,,,,,4,,,1,,,12,5,,,,,,4,,,,1,,5,,6
Wikipedia,158,758,461888,"Yes, sorry I didn't see the discussion. How about moving it to a subpage of <url>, say <url>?",Highlight,,"2: sorry,3: I,4: didn't,5: see,8: How,9: about,10: moving,11: it",,,,,"1: Yes,,2: sorry,8: How,9: about","1: Yes,,2: sorry,3: I,4: didn't,5: see,6: the,7: discussion.",,,,"1: Yes,,2: sorry,3: I,4: didn't,5: see,6: the,7: discussion.,8: How,9: about,10: moving,11: it",,,,,"2: sorry,8: How,9: about",,,"1: Yes,,2: sorry,3: I,4: didn't,5: see,6: the,7: discussion.",,,,,,,,,,"2: sorry,8: How,9: about",,,"2: sorry,8: How,9: about",,,"1: Yes,,2: sorry,3: I,4: didn't,5: see,6: the,7: discussion.","2: sorry,8: How,9: about",,,,,,"1: Yes,,2: sorry",,,,"1: Yes,,2: sorry,8: How,9: about",,"2: sorry,8: How,9: about",,"2: sorry,3: I,4: didn't,5: see,8: How,9: about,17: say"
Wikipedia,159,759,251234,I notice you occasionally use that remark in your edit summaries. I understand simple stuff like r and c. What does awai stand for?,Rating,,0,,,,,1,0,,,,0,,,,,4,,,8,,,,,,,,,,-4,,,1,,,11,2,,,,,,0,,,,0,,0,,0
Wikipedia,159,759,251234,I notice you occasionally use that remark in your edit summaries. I understand simple stuff like r and c. What does awai stand for?,Highlight,,"20: What,21: does,22: awai,23: stand,24: for?",,,,,"1: I,2: notice,14: simple,15: stuff,20: What,21: does","1: I,2: notice,4: occasionally",,,,"20: What,21: does,22: awai,23: stand,24: for?",,,,,"1: I,2: notice,3: you,12: I,13: understand,20: What,21: does",,,"1: I,2: notice,3: you,4: occasionally",,,,,,,,,,2: notice,,,"13: understand,20: What,21: does",,,"20: What,21: does,22: awai,23: stand,24: for?","12: I,13: understand",,,,,,24: for?,,,,"1: I,2: notice,12: I,13: understand,20: What,21: does",,"1: I,2: notice,3: you",,"1: I,2: notice,12: I,13: understand"
